,Unnamed: 0,Unnamed: 0.1,Title,Year,IMDB Rating,Age Restriction,Genre,Language,Runtime,Country,Type,Release Date,OTT Release Date,OTT,OTT Year
5122,5122,5122,Moeyo Ken,2005,6.1,TV-14,"Animation, Action, Comedy, History",Japanese,120,Japan,Movie,01-07-2005,2019-02-08,Netflix,2019
5123,5123,5123,The Wild Adventures of Blinky Bill,2016,5.1,Not Rated,Animation,English,30,Australia,Series,05-12-2016,2019-02-08,Netflix,2019
5124,5124,5124,Teachers,2004,4.7,PG,Comedy,English,30,"United Kingdom,Australia",Series,09-01-2004,2019-02-08,Netflix,2019
5125,5125,5125,Miss Bala,2019,5.8,PG-13,"Action, Crime, Drama, Thriller","English, Spanish",120,"Russia,Switzerland,Portugal,Czech Republic,Italy,Poland,Lithuania,Greece,Belgium,Slovakia,Spain,Canada,United Kingdom,Sweden",Movie,01-02-2019,2019-02-08,Netflix,2019
5126,5126,5126,Now and Then,1995,6.8,PG-13,"Comedy, Drama, Romance",English,120,Australia,Movie,20-10-1995,2019-01-08,Netflix,2019
5127,5127,5127,Jungle,2017,6.7,R,"Action, Adventure, Biography, Drama, Thriller","English, Spanish, German",120,Japan,Movie,20-10-2017,2019-01-08,Netflix,2019
5128,5128,5128,The Good Life,1677,6.6,Not Rated,"Short, Drama",English,120,"Israel,Turkey",Movie,1677-09-23,2019-01-08,Netflix,2019
5129,5129,5129,Seven Something,2012,6.7,Not Rated,"Drama, Romance",Thai,180,Thailand,Movie,26-07-2012,2019-01-08,Netflix,2019
5130,5130,5130,Katsugeki/Touken Ranbu,2017,6.5,TV-14,"Animation, Action, Adventure, Drama, History",Japanese,30,"Thailand,Singapore,Malaysia",Series,01-07-2017,2019-01-08,Netflix,2019
5131,5131,5131,The Mercy,2017,6.0,Not Rated,"Adventure, Biography, Drama, Mystery","English, Spanish",120,"Romania,Hungary,Belgium,Czech Republic,Slovakia",Movie,28-11-2017,2019-01-08,Netflix,2019
5132,5132,5132,Persona 3 The Movie: #4 Winter of Rebirth,2013,6.8,Not Rated,"Animation, Action, Adventure, Family, Fantasy",Japanese,120,"Switzerland,Germany",Movie,23-11-2013,2019-01-08,Netflix,2019
5133,5133,5133,Tsuredure Children,2017,7.3,TV-14,"Animation, Comedy, Romance",Japanese,30,"South Korea,Thailand,Singapore,Malaysia",Series,04-07-2017,2019-01-08,Netflix,2019
5134,5134,5134,The Billionaire,2011,7.8,Not Rated,"Biography, Drama",Thai,180,Thailand,Movie,20-10-2011,2019-01-08,Netflix,2019
5135,5135,5135,Persona 3 the Movie: #1 Spring of Birth,2013,6.8,Not Rated,"Animation, Action, Adventure, Family, Fantasy",Japanese,120,"Switzerland,Germany",Movie,23-11-2013,2019-01-08,Netflix,2019
5136,5136,5136,Kizumonogatari Part 3: Reiketsu,2017,8.0,Not Rated,"Animation, Action, Drama",Japanese,120,Germany,Movie,06-01-2017,2019-01-08,Netflix,2019
5137,5137,5137,Kizumonogatari Part 1: Tekketsu,2016,7.5,Not Rated,"Animation, Action, Comedy, Fantasy, Horror, Mystery, Romance",Japanese,120,Germany,Movie,08-01-2016,2019-01-08,Netflix,2019
5138,5138,5138,Cool Gel Attacks,2010,5.6,Not Rated,"Comedy, Fantasy, Horror",Thai,120,Thailand,Movie,02-12-2010,2019-01-08,Netflix,2019
5139,5139,5139,The Rider,2018,7.4,R,"Drama, Western","English, Spanish, Sioux",120,"Japan,Australia",Movie,13-04-2018,2019-01-08,Netflix,2019
5140,5140,5140,Handle Me With Care,2008,7.4,Not Rated,"Drama, Fantasy, Romance",Thai,180,Thailand,Movie,21-02-2008,2019-01-08,Netflix,2019
5141,5141,5141,Sorry to Bother You,2018,6.9,R,"Comedy, Fantasy, Sci-Fi",English,120,"Russia,India,United Kingdom,Israel,Greece,Turkey,Thailand,Singapore,Malaysia,Hong Kong,Canada,Poland,Czech Republic,Hungary,Romania,South Korea",Movie,13-07-2018,2019-01-08,Netflix,2019
5142,5142,5142,Havent You Heard? Im Sakamoto,2016,7.2,TV-14,"Animation, Comedy",Japanese,30,South Korea,Series,08-04-2016,2019-01-08,Netflix,2019
5143,5143,5143,You Dont Choose Your Family,2011,5.7,Not Rated,Comedy,French,120,Poland,Movie,09-11-2011,2019-01-08,Netflix,2019
5144,5144,5144,A Sisters All You Need,2018,7.5,Not Rated,"Short, Drama, Thriller",French,30,South Korea,Series,01-10-2018,2019-01-08,Netflix,2019
5145,5145,5145,Bal Ganesh 3,1677,5.2,Not Rated,Animation,Hindi,120,India,Movie,1677-09-23,2019-01-08,Netflix,2019
5146,5146,5146,Revenge Girl,2017,5.4,Not Rated,"Action, Comedy, Romance",Japanese,120,"Japan,Thailand,Singapore,Malaysia,Hong Kong",Movie,23-12-2017,2019-01-08,Netflix,2019
5147,5147,5147,Trico Tri: Happy Halloween,2018,3.5,PG-13,Family,"Spanish, English",120,"Belgium,Hong Kong,Thailand,Netherlands,Israel,Singapore,India,Argentina,Malaysia,Turkey,Mexico,Colombia",Movie,28-09-2018,2019-01-08,Netflix,2019
5148,5148,5148,Hormones,2008,7.0,Not Rated,Comedy,Thai,180,Thailand,Movie,05-03-2008,2019-01-08,Netflix,2019
5149,5149,5149,Wilderness: Part Two,2017,7.2,Not Rated,Drama,Japanese,180,Japan,Movie,21-10-2017,2019-01-08,Netflix,2019
5150,5150,5150,Hello Stranger,2010,7.5,Not Rated,"Comedy, Romance","Thai, Korean",180,Thailand,Movie,19-08-2010,2019-01-08,Netflix,2019
5151,5151,5151,ReLIFE,2017,6.8,Not Rated,"Comedy, Drama, Romance",Japanese,180,Japan,Movie,15-04-2017,2019-01-08,Netflix,2019
5152,5152,5152,The Top Secret: Murder in Mind,2016,5.5,Not Rated,"Mystery, Sci-Fi, Thriller",Japanese,180,"Japan,Hong Kong",Movie,06-08-2016,2019-01-08,Netflix,2019
5153,5153,5153,Lasting,2013,5.1,Not Rated,"Drama, Romance","Polish, Spanish",120,Poland,Movie,08-02-2013,2019-01-08,Netflix,2019
5154,5154,5154,Overlord,2018,6.6,R,"Action, Adventure, Horror, Sci-Fi, War","English, German, French",120,"Hungary,Portugal,Belgium,India,South Africa,United Kingdom,Hong Kong,Thailand,Netherlands,Spain,Czech Republic,Israel,Italy,Australia,Poland,Singapore,Malaysia,Slovakia,South Korea,Romania",Movie,09-11-2018,2019-01-08,Netflix,2019
5155,5155,5155,The Salesman,2016,7.8,PG-13,Drama,"Persian, English",180,South Korea,Movie,31-08-2016,2019-01-08,Netflix,2019
5156,5156,5156,The Assignment,2017,4.6,R,"Action, Crime, Thriller",English,120,"Japan,United States",Movie,03-03-2017,2019-01-08,Netflix,2019
5157,5157,5157,On Wings of Eagles,2017,5.6,PG-13,"Drama, History, Sport, War","English, Mandarin, Japanese",120,Poland,Movie,03-11-2017,2019-01-08,Netflix,2019
5158,5158,5158,Best of Times,1677,7.0,Not Rated,"Drama, Romance",Thai,120,Thailand,Movie,1677-09-23,2019-01-08,Netflix,2019
5159,5159,5159,Wilderness: Part One,2017,7.2,Not Rated,Drama,Japanese,180,Japan,Movie,07-10-2017,2019-01-08,Netflix,2019
5160,5160,5160,Exposed: The Case Of Keli Lane,2018,6.8,Not Rated,Documentary,English,30,Australia,Series,25-09-2018,2019-01-08,Netflix,2019
5161,5161,5161,I Still Know What You Did Last Summer,1998,4.7,R,"Horror, Mystery",English,120,"Thailand,Singapore,Hong Kong",Movie,13-11-1998,2019-01-08,Netflix,2019
5162,5162,5162,A Gamblers Odyssey 2020,2019,5.0,Not Rated,Fantasy,Japanese,120,Japan,Movie,05-04-2019,2019-01-08,Netflix,2019
5163,5163,5163,Hangmans Knot,2017,6.6,Not Rated,Not Available,Japanese,120,Japan,Movie,16-07-2017,2019-01-08,Netflix,2019
5164,5164,5164,Bumblebee,2018,6.8,PG-13,"Action, Adventure, Sci-Fi",English,120,"South Korea,Hungary,South Africa,Hong Kong,Canada,Thailand,Belgium,Czech Republic,Netherlands,Spain,Portugal,Israel,Italy,Australia,Poland,Singapore,India,Greece,Malaysia,Slovakia,Turkey,United Kingdom,Romania",Movie,21-12-2018,2019-01-08,Netflix,2019
5165,5165,5165,Manu,2018,7.9,Not Rated,"Mystery, Romance, Thriller",Telugu,180,"Russia,Romania,Lithuania,India,South Africa,Hungary,Australia,United Kingdom,Canada,Singapore,Thailand,Czech Republic,Israel,Iceland,United States",Movie,06-09-2018,2019-01-08,Netflix,2019
5166,5166,5166,Hamon: Yakuza Boogie,2017,5.3,Not Rated,"Comedy, Crime, Drama",Japanese,180,Japan,Movie,28-01-2017,2019-01-08,Netflix,2019
5167,5167,5167,A Brighter Summer Day,2011,8.4,Not Rated,"Crime, Drama, Romance","Mandarin, Min Nan, Shanghainese, English",180,South Korea,Movie,25-11-2011,2019-01-08,Netflix,2019
5168,5168,5168,Innocent Curse,2017,3.9,Not Rated,Horror,Japanese,120,Japan,Movie,17-06-2017,2019-01-08,Netflix,2019
5169,5169,5169,Anonymous Noise,2017,6.2,TV-14,"Animation, Drama, Music, Romance","Japanese, English",120,Japan,Movie,11-04-2017,2019-01-08,Netflix,2019
5170,5170,5170,Khaani,2017,8.0,Not Rated,Romance,Urdu,30,"Australia,Russia,Singapore,Lithuania,India,Romania,Thailand,United Kingdom,South Africa,Hungary,Czech Republic,United States,Greece,Slovakia,Malaysia,Iceland",Series,06-11-2017,2019-01-08,Netflix,2019
5171,5171,5171,Are We Done Yet?,2007,4.3,PG,"Comedy, Family, Fantasy",English,120,"Australia,Portugal,Singapore,South Korea,France,Japan,Russia,Hong Kong,Poland,Netherlands,Sweden,Thailand,Italy,Iceland,India,Switzerland,Romania,Lithuania,Germany,Brazil,Belgium,Hungary,Israel,Spain,Slovakia,United Kingdom,Greece,Czech Republic,Canada,South Africa,United States,Argentina,Mexico,Turkey,Malaysia,Colombia",Movie,04-04-2007,2019-01-08,Netflix,2019
5172,5172,5172,Regiment Diaries,2018,9.1,Not Rated,Documentary,Hindi,30,"Australia,Russia,Singapore,India,Lithuania,Romania,Thailand,United Kingdom,Canada,South Africa,Hungary,Czech Republic,United States,Greece,Slovakia,Malaysia,Mexico,Iceland,Israel,Poland,Italy,Spain,Belgium,Portugal,Sweden,Netherlands,Germany,Argentina,Turkey,Switzerland,Brazil,Hong Kong,Japan,France,Colombia",Series,16-08-2018,2019-01-08,Netflix,2019
5173,5173,5173,Uriyadi 2,2019,7.2,Not Rated,"Action, Thriller",Tamil,120,"South Africa,Australia,Russia,Singapore,Thailand,India,Lithuania,Romania,United Kingdom,Canada,Hungary,Czech Republic,United States,Greece,Slovakia,Malaysia,Iceland,Israel",Movie,05-04-2019,2019-07-31,Netflix,2019
5174,5174,5174,Mon frère,2019,6.7,TV-MA,Drama,French,120,"Switzerland,Turkey,Germany,India,Hungary,Lithuania,United Kingdom,Slovakia,South Africa,Canada,Mexico,Romania,Argentina,Thailand,Australia,Japan,Singapore,South Korea,Hong Kong,Sweden,Poland,Russia,Spain,Portugal,Czech Republic,Belgium,United States,Greece,Malaysia,Brazil,Netherlands,Italy,Iceland,Israel,Colombia",Movie,31-07-2019,2019-07-31,Netflix,2019
5175,5175,5175,KENGAN ASHURA,2019,8.0,TV-MA,"Animation, Action",English,30,"Lithuania,Israel,Greece,India,Brazil,Spain,United Kingdom,Thailand,Canada,Iceland,Argentina,Switzerland,Belgium,United States,South Africa,Czech Republic,Slovakia,Mexico,Portugal,Australia,France,Russia,Netherlands,Hong Kong,Poland,Japan,Italy,Sweden,Singapore,Germany,Romania,South Korea,Hungary,Turkey,Malaysia,Colombia",Series,31-07-2019,2019-07-31,Netflix,2019
5176,5176,5176,The Red Sea Diving Resort,2019,6.6,TV-MA,"Drama, History, Thriller","English, Amharic",180,"Greece,Lithuania,Spain,United Kingdom,Thailand,Iceland,Argentina,Canada,Slovakia,Czech Republic,Switzerland,Belgium,South Africa,Mexico,Australia,Portugal,France,South Korea,Hong Kong,Japan,Poland,Russia,Sweden,Singapore,India,Romania,Germany,Hungary,Turkey,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",Movie,31-07-2019,2019-07-31,Netflix,2019
5177,5177,5177,SAINT JUDY,2019,6.3,PG-13,"Biography, Drama",English,120,United Kingdom,Movie,01-03-2019,2019-07-30,Netflix,2019
5178,5178,5178,All Good Ones Get Away,2019,4.8,TV-MA,"Horror, Thriller",English,120,"South Africa,United Kingdom",Movie,08-02-2019,2019-07-30,Netflix,2019
5179,5179,5179,Whitney Cummings: Can I Touch It?,2019,6.4,TV-MA,Comedy,English,60,"Hungary,Singapore,Iceland,Lithuania,Mexico,Brazil,India,Greece,Spain,United Kingdom,Canada,Israel,Argentina,Thailand,Czech Republic,South Africa,Slovakia,Portugal,Italy,France,Australia,South Korea,Japan,Poland,Netherlands,Sweden,Russia,Belgium,Hong Kong,Germany,Romania,Turkey,United States",Movie,30-07-2019,2019-07-30,Netflix,2019
5180,5180,5180,Twelve Forever,2019,6.6,TV-Y7,"Animation, Action, Adventure, Comedy, Family, Fantasy",English,30,"Belgium,Lithuania,India,Brazil,Switzerland,Greece,Spain,South Africa,United Kingdom,Canada,Iceland,Mexico,Czech Republic,Argentina,Portugal,United States,Thailand,Slovakia,Italy,Israel,Australia,South Korea,France,Japan,Netherlands,Singapore,Poland,Sweden,Russia,Hong Kong,Germany,Hungary,Romania,Turkey,Malaysia,Colombia",Series,29-07-2019,2019-07-29,Netflix,2019
5181,5181,5181,Tomorrow When the War Began,2012,6.2,R,"Action, Adventure, Drama",English,30,Australia,Series,24-02-2012,2019-07-27,Netflix,2019
5182,5182,5182,Papillon,2018,7.2,R,"Adventure, Biography, Crime, Drama","English, Spanish",180,"Canada,Belgium,Hungary,Japan,Czech Republic,Netherlands,Romania",Movie,24-08-2018,2019-07-27,Netflix,2019
5183,5183,5183,Nobodys Fool,2018,4.8,R,"Comedy, Drama, Romance",English,120,"Belgium,Portugal,France,Hong Kong,India,South Africa,United Kingdom,Thailand,Netherlands,Israel,Italy,Australia,Singapore,Malaysia",Movie,02-11-2018,2019-07-26,Netflix,2019
5184,5184,5184,Anna and the Apocalypse,2018,6.0,R,"Comedy, Horror, Musical",English,120,"Belgium,Canada,United Kingdom",Movie,30-11-2018,2019-07-26,Netflix,2019
5185,5185,5185,Girls With Balls,2019,3.8,Not Rated,"Comedy, Horror",French,120,"Spain,Argentina,United Kingdom,Iceland,Thailand,Canada,Czech Republic,Israel,United States,Portugal,Italy,Romania,Switzerland,South Africa,Slovakia,Australia,Russia,Singapore,South Korea,Japan,India,Belgium,Poland,France,Hungary,Netherlands,Sweden,Hong Kong,Mexico,Germany,Lithuania,Brazil,Greece,Turkey,Malaysia,Colombia",Movie,26-07-2019,2019-07-26,Netflix,2019
5186,5186,5186,The Son,2018,8.1,Not Rated,"Short, Comedy",English,120,"Mexico,Spain,United Kingdom,Argentina,Slovakia,Iceland,Canada,Czech Republic,Thailand,Portugal,Romania,Switzerland,South Africa,Australia,France,Singapore,Poland,Russia,Belgium,Sweden,India,Germany,Lithuania,Greece,Hungary,Turkey,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",Movie,04-02-2018,2019-07-26,Netflix,2019
5187,5187,5187,Boi,2019,8.6,Not Rated,Drama,Portuguese,120,"Mexico,Argentina,Spain,United Kingdom,Iceland,Canada,Czech Republic,Portugal,Romania,South Africa,Switzerland,Slovakia,Australia,France,Russia,Belgium,Poland,Sweden,Hungary,India,Germany,Lithuania,Greece,Turkey,United States,Brazil,Netherlands,Italy,Israel,Colombia",Movie,24-01-2019,2019-07-26,Netflix,2019
5188,5188,5188,Eerie,2019,4.7,Not Rated,"Horror, Mystery, Thriller","Filipino, Tagalog",120,"South Africa,Lithuania,Greece,India,Spain,United Kingdom,Argentina,Iceland,Mexico,Canada,Thailand,Czech Republic,Portugal,Romania,Switzerland,Slovakia,Australia,Russia,Singapore,France,South Korea,Japan,Poland,Belgium,Sweden,Hong Kong,Hungary,Germany,Turkey,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",Movie,27-03-2019,2019-07-26,Netflix,2019
5189,5189,5189,The Quintessential Quintuplets,2019,7.3,TV-PG,"Animation, Comedy, Romance",Japanese,30,Japan,Series,11-01-2019,2019-07-26,Netflix,2019
5190,5190,5190,Replicas,2019,5.5,PG-13,"Drama, Sci-Fi, Thriller",English,120,"Mexico,Canada,Belgium,Japan,Hungary,Brazil,Czech Republic,Germany,Australia,Argentina,Slovakia,Colombia,Romania",Movie,11-01-2019,2019-07-25,Netflix,2019
5191,5191,5191,Another Life,2019,5.0,TV-MA,"Adventure, Drama, Mystery, Sci-Fi, Thriller",English,30,"Israel,Greece,Brazil,Spain,United Kingdom,Iceland,South Africa,Czech Republic,Argentina,Canada,Switzerland,Portugal,Mexico,United States,Slovakia,Romania,Italy,Thailand,Belgium,Australia,Japan,Sweden,France,Poland,South Korea,Netherlands,Russia,Singapore,Hong Kong,Germany,Lithuania,India,Hungary,Turkey,Malaysia,Colombia",Series,25-07-2019,2019-07-25,Netflix,2019
5192,5192,5192,Narratage,2017,5.4,Not Rated,"Drama, Romance",Japanese,180,Japan,Movie,07-10-2017,2019-07-25,Netflix,2019
5193,5193,5193,Too Young To Die!,2016,6.8,Not Rated,"Action, Comedy, Fantasy, Horror, Music, Romance",Japanese,180,Japan,Movie,06-02-2016,2019-07-25,Netflix,2019
5194,5194,5194,Our Meal for Tomorrow,2017,6.7,Not Rated,"Drama, Romance",Japanese,120,Japan,Movie,07-01-2017,2019-07-25,Netflix,2019
5195,5195,5195,Pink and Gray,2016,6.6,Not Rated,"Drama, Mystery",Japanese,120,Japan,Movie,09-01-2016,2019-07-25,Netflix,2019
5196,5196,5196,Darkest Hour,2017,7.4,PG-13,"Biography, Drama, History, War","English, French, German",180,"France,Switzerland",Movie,22-12-2017,2019-07-25,Netflix,2019
5197,5197,5197,Hubert und Staller - Unter Wölfen,2016,6.8,Not Rated,"Comedy, Crime",German,120,"Switzerland,Germany",Movie,21-01-2016,2019-07-25,Netflix,2019
5198,5198,5198,Sleepless Society: Nyctophobia,2019,5.7,Not Rated,"Mystery, Thriller",English,30,"Romania,India,United Kingdom,Spain,Thailand,Iceland,Canada,Argentina,Switzerland,Belgium,Czech Republic,Greece,South Africa,Slovakia,Mexico,Portugal,Australia,France,Russia,Japan,South Korea,Hong Kong,Germany,Singapore,Lithuania,Hungary,United States,Malaysia,Brazil,Italy,Israel,Colombia",Series,01-03-2019,2019-07-24,Netflix,2019
5199,5199,5199,The Great Hack,2019,7.1,TV-MA,"Documentary, Biography, History",English,120,"Lithuania,Iceland,Belgium,Spain,United Kingdom,Slovakia,Romania,Canada,South Africa,United States,Switzerland,Israel,Italy,Mexico,Thailand,Czech Republic,Australia,France,South Korea,Japan,Hong Kong,Poland,Netherlands,Singapore,Russia,Sweden,Germany,India,Greece,Brazil,Argentina,Portugal,Hungary,Turkey,Malaysia,Colombia",Movie,24-07-2019,2019-07-24,Netflix,2019
5200,5200,5200,Transformers Rescue Bots Academy,2019,6.9,TV-Y7,"Animation, Action, Adventure, Comedy, Family, Sci-Fi",English,30,"South Africa,Iceland,France,Poland,Czech Republic,Singapore,Switzerland,Thailand,Lithuania,Greece,Romania,Belgium,Canada,Australia,India,Hong Kong,Hungary,Turkey,Russia,United Kingdom,United States,Slovakia,Malaysia,Netherlands,Israel",Series,05-01-2019,2019-07-24,Netflix,2019
5201,5201,5201,Beecham House,2020,6.7,TV-14,Drama,English,30,India,Series,14-06-2020,2019-07-22,Netflix,2019
5202,5202,5202,My Hotter Half,1677,4.0,Not Rated,Reality-TV,English,30,"Romania,France,Russia,Sweden,Japan,Poland,Hong Kong,Hungary,Germany,Lithuania,Iceland,Spain,Greece,Slovakia,Czech Republic,Argentina,Portugal,South Korea,Turkey,South Africa,Switzerland,Singapore,United States,Canada,Thailand,Malaysia,Brazil,Netherlands,Italy,Israel,Mexico,Colombia",Series,1677-09-23,2019-07-21,Netflix,2019
5203,5203,5203,Unfriended: Dark Web,2018,5.9,R,"Horror, Mystery, Thriller","English, American Sign Language, Indonesian",120,"Canada,South Africa,Portugal",Movie,20-07-2018,2019-07-20,Netflix,2019
5204,5204,5204,77 Heartbreaks,2017,6.1,Not Rated,"Comedy, Drama, Romance",Cantonese,120,"Japan,India,United Kingdom,Switzerland,Romania,Russia,Hungary,Mexico,Lithuania,Thailand,Brazil,Czech Republic,Germany,Iceland,Israel,Argentina,Greece,Slovakia,Sweden,Colombia",Movie,15-06-2017,2019-07-20,Netflix,2019
5205,5205,5205,Cook Up A Storm,2017,6.4,Not Rated,"Comedy, Drama","Mandarin, Cantonese",120,"Japan,India,South Africa,United Kingdom,Switzerland,Romania,Russia,Hungary,Mexico,Lithuania,Brazil,Czech Republic,Germany,Iceland,Israel,Argentina,Greece,Slovakia,Sweden,Colombia",Movie,17-02-2017,2019-07-20,Netflix,2019
5206,5206,5206,Drink Drank Drunk,2016,4.4,Not Rated,Comedy,Cantonese,120,"South Korea,Canada,Mexico,Romania,South Africa,Australia,Russia,India,Slovakia,Lithuania,Switzerland,Argentina,United Kingdom,Japan,Sweden,Germany,Hungary,Czech Republic,United States,Greece,Brazil,Iceland,Israel,Colombia",Movie,24-11-2016,2019-07-20,Netflix,2019
5207,5207,5207,Predator 2,1990,6.3,R,"Action, Horror, Sci-Fi",English,120,"Hong Kong,Switzerland,South Korea,Thailand,Germany,Singapore,Malaysia",Movie,21-11-1990,2019-07-19,Netflix,2019
5208,5208,5208,Twins Mission,2007,5.3,Not Rated,"Action, Comedy, Crime","Cantonese, English, Filipino, Afrikaans",120,"Switzerland,Slovakia,Australia,Russia,India,Lithuania,United Kingdom,Romania,Argentina,Mexico,Canada,Hungary,Japan,Sweden,Germany,Czech Republic,United States,Greece,Brazil,Iceland,Israel,Colombia",Movie,15-02-2007,2019-07-19,Netflix,2019
5209,5209,5209,Typewriter,2019,6.5,TV-MA,"Horror, Thriller",Hindi,30,"India,Lithuania,Brazil,South Africa,Romania,Belgium,Israel,Spain,Mexico,United Kingdom,Canada,Greece,Iceland,Thailand,United States,Argentina,Switzerland,Slovakia,France,Japan,Australia,South Korea,Netherlands,Sweden,Poland,Singapore,Russia,Italy,Hong Kong,Czech Republic,Hungary,Germany,Portugal,Turkey,Malaysia,Colombia",Series,19-07-2019,2019-07-19,Netflix,2019
5210,5210,5210,​SAINT SEIYA: Knights of the Zodiac,2019,4.5,TV-14,"Animation, Action, Adventure, Fantasy",Japanese,30,"Germany,South Africa,India,Lithuania,Romania,Belgium,Mexico,Spain,United Kingdom,Canada,Greece,Iceland,Switzerland,Thailand,Argentina,Slovakia,Czech Republic,France,Australia,South Korea,Japan,Poland,Singapore,Sweden,Russia,Hong Kong,Portugal,Hungary,Turkey,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",Series,19-07-2019,2019-07-19,Netflix,2019
5211,5211,5211,A Certain Scientific Accelerator,2019,7.1,TV-14,"Animation, Action, Comedy, Drama, Fantasy, Sci-Fi",Japanese,30,"Thailand,Singapore,India,Malaysia",Series,01-07-2019,2019-07-19,Netflix,2019
5212,5212,5212,The Whispering,1996,3.5,R,"Horror, Thriller",English,120,South Korea,Movie,26-03-1996,2019-07-19,Netflix,2019
5213,5213,5213,The Delinquent Season,2018,6.4,R,"Drama, Romance",English,120,South Korea,Movie,09-11-2018,2019-07-19,Netflix,2019
5214,5214,5214,The Monkey King 3,2018,5.5,Not Rated,"Action, Adventure, Family, Fantasy","Mandarin, English",120,"South Korea,Malaysia",Movie,16-02-2018,2019-07-19,Netflix,2019
5215,5215,5215,The Bacchus Lady,2016,7.1,Not Rated,Drama,"Korean, Tagalog, English",120,South Korea,Movie,06-10-2016,2019-07-19,Netflix,2019
5216,5216,5216,Park Hwa-Young,2018,6.5,Not Rated,Drama,Korean,120,South Korea,Movie,19-07-2018,2019-07-19,Netflix,2019
5217,5217,5217,The Princess and the Matchmaker,2018,6.3,Not Rated,"Comedy, History, Romance",Korean,120,South Korea,Movie,23-02-2018,2019-07-19,Netflix,2019
5218,5218,5218,The Lover,1992,6.9,R,"Biography, Drama, Romance","English, French",120,South Korea,Movie,30-10-1992,2019-07-19,Netflix,2019
5219,5219,5219,True Fiction,2018,6.1,Not Rated,"Crime, Mystery, Thriller",Korean,120,South Korea,Movie,25-04-2018,2019-07-19,Netflix,2019
5220,5220,5220,Kamome Diner,2006,7.1,Not Rated,"Comedy, Drama","Japanese, Finnish",120,South Korea,Movie,29-09-2006,2019-07-19,Netflix,2019
5221,5221,5221,Death Note: L: Change the WorLd,1677,6.1,Not Rated,"Crime, Drama, Thriller","Japanese, French, Italian, Thai, English",180,South Korea,Movie,1677-09-23,2019-07-19,Netflix,2019
5222,5222,5222,Memories of Matsuko,2006,7.8,Not Rated,"Comedy, Drama, Musical, Mystery","Japanese, English",180,South Korea,Movie,27-05-2006,2019-07-19,Netflix,2019
5223,5223,5223,Spark,2017,6.2,Not Rated,Drama,Japanese,180,Japan,Movie,23-11-2017,2019-07-19,Netflix,2019
5224,5224,5224,FENGSHUI,2018,6.0,Not Rated,"Drama, History",Korean,180,South Korea,Movie,19-09-2018,2019-07-19,Netflix,2019
5225,5225,5225,Be with You,2018,7.7,PG-13,"Drama, Fantasy, Romance",Korean,180,"South Korea,Japan",Movie,06-04-2018,2019-07-19,Netflix,2019
5226,5226,5226,A Day,2017,6.8,Not Rated,"Drama, Mystery, Thriller",Korean,120,South Korea,Movie,15-06-2017,2019-07-19,Netflix,2019
5227,5227,5227,Kamikaze Girls,2004,7.2,Not Rated,Comedy,"Japanese, French, English",120,South Korea,Movie,29-05-2004,2019-07-19,Netflix,2019
5228,5228,5228,On Your Wedding Day,2018,6.9,Not Rated,"Comedy, Romance",Korean,120,"South Korea,Singapore,Malaysia",Movie,22-08-2018,2019-07-19,Netflix,2019
5229,5229,5229,Déjà Vu,2018,5.6,Not Rated,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi","Russian, English",120,South Korea,Movie,26-04-2018,2019-07-19,Netflix,2019
5230,5230,5230,Mothers,2018,6.6,Not Rated,"Short, Drama",English,120,South Korea,Movie,15-06-2018,2019-07-19,Netflix,2019
5231,5231,5231,Secret Obsession,2019,4.4,TV-14,Thriller,English,120,"Germany,Iceland,Lithuania,Spain,India,Belgium,Brazil,United Kingdom,Thailand,Slovakia,Switzerland,Canada,Greece,United States,Israel,Argentina,Czech Republic,Portugal,Italy,Australia,Japan,France,Poland,Russia,Sweden,South Korea,Netherlands,Hong Kong,South Africa,Romania,Mexico,Hungary,Singapore,Turkey,Malaysia,Colombia",Movie,18-07-2019,2019-07-18,Netflix,2019
5232,5232,5232,Johnny English Strikes Again,2018,6.2,PG,"Action, Adventure, Comedy","English, Russian, French, German",120,"India,Hong Kong,Hungary,Czech Republic,South Africa,Portugal,Slovakia,Romania,South Korea",Movie,26-10-2018,2019-07-18,Netflix,2019
5233,5233,5233,Rookie Historian Goo Hae-Ryung,2019,8.2,Not Rated,"Drama, History, Romance",Korean,30,"Iceland,Greece,Slovakia,Romania,South Korea,Australia,Hong Kong,Russia,Singapore,Lithuania,India,United Kingdom,Czech Republic,Canada,Thailand,South Africa,Switzerland,Argentina,Spain,Belgium,Mexico,France,Poland,Sweden,Germany,Portugal,Hungary,Japan,Turkey,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",Series,17-07-2019,2019-07-17,Netflix,2019
5234,5234,5234,Bem,2019,6.0,Not Rated,"Animation, Horror",Japanese,30,Japan,Series,08-07-2019,2019-07-17,Netflix,2019
